7.547093033790588379e-01,4.730198383331298828e-01
5.515156745910644531e+00,3.349001884460449219e+00
1.619751739501953125e+01,5.763154983520507812e+00
7.981904745101928711e-01,2.479788661003112793e-01
1.139955806732177734e+01,4.051817893981933594e+00
1.228107261657714844e+01,4.987689495086669922e+00
1.060311698913574219e+01,5.040623664855957031e+00
1.808795928955078125e+01,5.386210441589355469e+00
5.526100397109985352e-01,-4.131036996841430664e-02
1.407614517211914062e+01,5.588726997375488281e+00
1.374469470977783203e+01,4.371600151062011719e+00
7.044425010681152344e+00,4.716399669647216797e+00
1.525924015045166016e+01,5.040087699890136719e+00
7.556789875030517578e+00,3.850228786468505859e+00
2.027211761474609375e+01,6.299706459045410156e+00
1.670344161987304688e+01,5.029848098754882812e+00
3.576504707336425781e+00,3.188151359558105469e+00
4.882948398590087891e+00,3.526182174682617188e+00
1.296550083160400391e+01,5.039363861083984375e+00
1.459738254547119141e+01,5.481240272521972656e+00
8.559659957885742188e+00,4.339956283569335938e+00
6.344487190246582031e+00,3.610543727874755859e+00
1.387485980987548828e+01,6.350223064422607422e+00
5.500921010971069336e-01,3.277516365051269531e-02
4.018859863281250000e+00,3.652579784393310547e+00
1.768513870239257812e+01,5.580539703369140625e+00
5.952811717987060547e+00,3.405680179595947266e+00
1.367835426330566406e+01,4.919669628143310547e+00
5.679909706115722656e+00,3.904514312744140625e+00
2.130575942993164062e+01,7.147487640380859375e+00
6.341468095779418945e-01,3.296942412853240967e-01
2.326074600219726562e+01,5.318057060241699219e+00
4.843094825744628906e+00,3.893379211425781250e+00
1.819491195678710938e+01,6.141348838806152344e+00
-7.164268493652343750e-01,5.236918926239013672e+00
5.141529083251953125e+00,3.605443000793457031e+00
1.752146959304809570e+00,1.835234880447387695e+00
3.110904693603515625e+00,2.876005411148071289e+00
1.887924671173095703e+00,2.203443527221679688e+00
8.234665870666503906e+00,4.285800933837890625e+00
8.586692810058593750e+00,4.290898799896240234e+00
2.385950326919555664e+00,2.516100883483886719e+00
1.599762058258056641e+01,5.199934005737304688e+00
1.758697509765625000e+01,5.665841102600097656e+00
7.918302536010742188e+00,5.086431503295898438e+00
-2.077145814895629883e+00,5.405053615570068359e+00
1.014875054359436035e+00,8.213673830032348633e-01
9.709069252014160156e+00,4.548134326934814453e+00
2.182857131958007812e+01,4.937122821807861328e+00
1.228520011901855469e+01,5.095667839050292969e+00
6.232993602752685547e-01,5.256882309913635254e-01
7.141334056854248047e+00,3.831985950469970703e+00
1.134506607055664062e+01,4.646283626556396484e+00
1.221723747253417969e+01,5.046505451202392578e+00
1.282073020935058594e+01,4.532180786132812500e+00
1.542062950134277344e+01,4.887380599975585938e+00
7.973039746284484863e-01,1.907573938369750977e-01
8.328998565673828125e+00,3.888912916183471680e+00
1.701221847534179688e+01,5.637382507324218750e+00
2.172472000122070312e+00,2.308583736419677734e+00
2.650919437408447266e+00,2.624661684036254883e+00
2.403615570068359375e+01,5.388718605041503906e+00
